From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function)
Q05639,Q05639,reviewed,EF1A2_HUMAN,Elongation factor 1-alpha 2 (EF-1-alpha-2) (EC 3.6.5.-) (Eukaryotic elongation factor 1 A-2) (eEF1A-2) (Statin-S1),EEF1A2 EEF1AL STN,Homo sapiens (Human),463,positive regulation of apoptotic process [GO:0043065]; positive regulation of lipid kinase activity [GO:0090218]; regulation of chaperone-mediated autophagy [GO:1904714]; translation [GO:0006412]; translational elongation [GO:0006414],cytoplasm [GO:0005737]; cytoplasmic side of lysosomal membrane [GO:0098574]; endoplasmic reticulum membrane [GO:0005789]; eukaryotic translation elongation factor 1 complex [GO:0005853]; synapse [GO:0045202],"cytoplasm [GO:0005737]; cytoplasmic side of lysosomal membrane [GO:0098574]; endoplasmic reticulum membrane [GO:0005789]; eukaryotic translation elongation factor 1 complex [GO:0005853]; synapse [GO:0045202]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; protein kinase binding [GO:0019901]; translation elongation factor activity [GO:0003746]; translation factor activity, RNA binding [GO:0008135]; positive regulation of apoptotic process [GO:0043065]; positive regulation of lipid kinase activity [GO:0090218]; regulation of chaperone-mediated autophagy [GO:1904714]; translation [GO:0006412]; translational elongation [GO:0006414]","GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; protein kinase binding [GO:0019901]; translation elongation factor activity [GO:0003746]; translation factor activity, RNA binding [GO:0008135]"
P56134,P56134,reviewed,ATPK_HUMAN,"ATP synthase F(0) complex subunit f, mitochondrial (ATP synthase membrane subunit f)",ATP5MF ATP5J2 ATP5JL,Homo sapiens (Human),94,proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; proton transmembrane transport [GO:1902600],mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]; proton-transporting ATP synthase complex [GO:0045259],mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]; proton-transporting ATP synthase complex [GO:0045259]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]; proton transmembrane transport [GO:1902600],
Q8WZ42,Q8WZ42,reviewed,TITIN_HUMAN,Titin (EC 2.7.11.1) (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14),TTN,Homo sapiens (Human),34350,cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy [GO:0003300]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; mitotic chromosome condensation [GO:0007076]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; positive regulation of gene expression [GO:0010628]; positive regulation of protein secretion [GO:0050714]; protein kinase A signaling [GO:0010737]; response to calcium ion [GO:0051592]; sarcomere organization [GO:0045214]; sarcomerogenesis [GO:0048769]; skeletal muscle contraction [GO:0003009]; skeletal muscle myosin thick filament assembly [GO:0030241]; skeletal muscle thin filament assembly [GO:0030240]; striated muscle contraction [GO:0006941],actin cytoskeleton [GO:0015629]; condensed nuclear chromosome [GO:0000794]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; I band [GO:0031674]; M band [GO:0031430]; striated muscle thin filament [GO:0005865]; titin-telethonin complex [GO:1990733]; Z disc [GO:0030018],actin cytoskeleton [GO:0015629]; condensed nuclear chromosome [GO:0000794]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; I band [GO:0031674]; M band [GO:0031430]; striated muscle thin filament [GO:0005865]; titin-telethonin complex [GO:1990733]; Z disc [GO:0030018]; actin filament binding [GO:0051015]; actinin binding [GO:0042805]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; muscle alpha-actinin binding [GO:0051371]; protease binding [GO:0002020]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; protein kinase regulator activity [GO:0019887]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; structural constituent of muscle [GO:0008307]; structural molecule activity conferring elasticity [GO:0097493]; telethonin binding [GO:0031433]; cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy [GO:0003300]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; mitotic chromosome condensation [GO:0007076]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; positive regulation of gene expression [GO:0010628]; positive regulation of protein secretion [GO:0050714]; protein kinase A signaling [GO:0010737]; response to calcium ion [GO:0051592]; sarcomere organization [GO:0045214]; sarcomerogenesis [GO:0048769]; skeletal muscle contraction [GO:0003009]; skeletal muscle myosin thick filament assembly [GO:0030241]; skeletal muscle thin filament assembly [GO:0030240]; striated muscle contraction [GO:0006941],actin filament binding [GO:0051015]; actinin binding [GO:0042805]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; muscle alpha-actinin binding [GO:0051371]; protease binding [GO:0002020]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; protein kinase regulator activity [GO:0019887]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; structural constituent of muscle [GO:0008307]; structural molecule activity conferring elasticity [GO:0097493]; telethonin binding [GO:0031433]
Q86TD4,Q86TD4,reviewed,SRCA_HUMAN,Sarcalumenin,SRL,Homo sapiens (Human),473,store-operated calcium entry [GO:0002115],sarcoplasmic reticulum lumen [GO:0033018]; sarcoplasmic reticulum membrane [GO:0033017],sarcoplasmic reticulum lumen [GO:0033018]; sarcoplasmic reticulum membrane [GO:0033017]; GTP binding [GO:0005525]; store-operated calcium entry [GO:0002115],GTP binding [GO:0005525]
P0DMV8,P0DMV8,reviewed,HS71A_HUMAN,Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70-1) (HSP70.1) (Heat shock protein family A member 1A),HSPA1A HSP72 HSPA1 HSX70,Homo sapiens (Human),641,ATP metabolic process [GO:0046034]; cellular heat acclimation [GO:0070370]; cellular response to heat [GO:0034605]; cellular response to oxidative stress [GO:0034599]; cellular response to steroid hormone stimulus [GO:0071383]; cellular response to unfolded protein [GO:0034620]; chaperone-mediated protein complex assembly [GO:0051131]; endoplasmic reticulum unfolded protein response [GO:0030968]; lysosomal transport [GO:0007041]; mRNA catabolic process [GO:0006402]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell growth [GO:0030308]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of inclusion body assembly [GO:0090084]; negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of gene expression [GO:0010628]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of microtubule nucleation [GO:0090063]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070434]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of RNA splicing [GO:0033120]; positive regulation of tumor necrosis factor-mediated signaling pathway [GO:1903265]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]; regulation of mitotic spindle assembly [GO:1901673]; regulation of protein ubiquitination [GO:0031396]; response to unfolded protein [GO:0006986],aggresome [GO:0016235]; blood microparticle [GO:0072562]; centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; focal adhesion [GO:0005925]; inclusion body [GO:0016234]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; vesicle [GO:0031982],aggresome [GO:0016235]; blood microparticle [GO:0072562]; centriole [GO:0005814]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; focal adhesion [GO:0005925]; inclusion body [GO:0016234]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; vesicle [GO:0031982]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein disaggregase activity [GO:0140545]; ATP-dependent protein folding chaperone [GO:0140662]; C3HC4-type RING finger domain binding [GO:0055131]; cadherin binding [GO:0045296]; denatured protein binding [GO:0031249]; disordered domain specific binding [GO:0097718]; enzyme binding [GO:0019899]; G protein-coupled receptor binding [GO:0001664]; heat shock protein binding [GO:0031072]; histone deacetylase binding [GO:0042826]; misfolded protein binding [GO:0051787]; protein folding chaperone [GO:0044183]; receptor ligand activity [GO:0048018]; RNA binding [GO:0003723]; signaling receptor binding [GO:0005102]; transcription corepressor activity [GO:0003714]; transcription regulator inhibitor activity [GO:0140416]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]; virus receptor activity [GO:0001618]; ATP metabolic process [GO:0046034]; cellular heat acclimation [GO:0070370]; cellular response to heat [GO:0034605]; cellular response to oxidative stress [GO:0034599]; cellular response to steroid hormone stimulus [GO:0071383]; cellular response to unfolded protein [GO:0034620]; chaperone-mediated protein complex assembly [GO:0051131]; endoplasmic reticulum unfolded protein response [GO:0030968]; lysosomal transport [GO:0007041]; mRNA catabolic process [GO:0006402]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell growth [GO:0030308]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902236]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of inclusion body assembly [GO:0090084]; negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]; negative regulation of protein ubiquitination [GO:0031397]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of gene expression [GO:0010628]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of microtubule nucleation [GO:0090063]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070434]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of RNA splicing [GO:0033120]; positive regulation of tumor necrosis factor-mediated signaling pathway [GO:1903265]; protein refolding [GO:0042026]; protein stabilization [GO:0050821]; regulation of mitotic spindle assembly [GO:1901673]; regulation of protein ubiquitination [GO:0031396]; response to unfolded protein [GO:0006986],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein disaggregase activity [GO:0140545]; ATP-dependent protein folding chaperone [GO:0140662]; C3HC4-type RING finger domain binding [GO:0055131]; cadherin binding [GO:0045296]; denatured protein binding [GO:0031249]; disordered domain specific binding [GO:0097718]; enzyme binding [GO:0019899]; G protein-coupled receptor binding [GO:0001664]; heat shock protein binding [GO:0031072]; histone deacetylase binding [GO:0042826]; misfolded protein binding [GO:0051787]; protein folding chaperone [GO:0044183]; receptor ligand activity [GO:0048018]; RNA binding [GO:0003723]; signaling receptor binding [GO:0005102]; transcription corepressor activity [GO:0003714]; transcription regulator inhibitor activity [GO:0140416]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082]; virus receptor activity [GO:0001618]
P10606,P10606,reviewed,COX5B_HUMAN,"Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)",COX5B,Homo sapiens (Human),129,"cellular respiration [GO:0045333]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; respiratory gaseous exchange by respiratory system [GO:0007585]",acrosomal vesicle [GO:0001669]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; respiratory chain complex IV [GO:0045277],"acrosomal vesicle [GO:0001669]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; respiratory chain complex IV [GO:0045277]; cytochrome-c oxidase activity [GO:0004129]; metal ion binding [GO:0046872]; cellular respiration [GO:0045333]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; respiratory gaseous exchange by respiratory system [GO:0007585]",cytochrome-c oxidase activity [GO:0004129]; metal ion binding [GO:0046872]
P63316,P63316,reviewed,TNNC1_HUMAN,"Troponin C, slow skeletal and cardiac muscles (TN-C)",TNNC1 TNNC,Homo sapiens (Human),161,cardiac muscle cell contraction [GO:0086003]; cardiac muscle contraction [GO:0060048]; diaphragm contraction [GO:0002086]; muscle filament sliding [GO:0030049]; regulation of muscle contraction [GO:0006937]; regulation of muscle filament sliding speed [GO:0032972]; response to metal ion [GO:0010038]; skeletal muscle contraction [GO:0003009]; transition between fast and slow fiber [GO:0014883]; ventricular cardiac muscle tissue morphogenesis [GO:0055010],cardiac Troponin complex [GO:1990584]; cytosol [GO:0005829]; sarcomere [GO:0030017]; troponin complex [GO:0005861],cardiac Troponin complex [GO:1990584]; cytosol [GO:0005829]; sarcomere [GO:0030017]; troponin complex [GO:0005861]; actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]; protein homodimerization activity [GO:0042803]; troponin I binding [GO:0031013]; troponin T binding [GO:0031014]; cardiac muscle cell contraction [GO:0086003]; cardiac muscle contraction [GO:0060048]; diaphragm contraction [GO:0002086]; muscle filament sliding [GO:0030049]; regulation of muscle contraction [GO:0006937]; regulation of muscle filament sliding speed [GO:0032972]; response to metal ion [GO:0010038]; skeletal muscle contraction [GO:0003009]; transition between fast and slow fiber [GO:0014883]; ventricular cardiac muscle tissue morphogenesis [GO:0055010],actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]; protein homodimerization activity [GO:0042803]; troponin I binding [GO:0031013]; troponin T binding [GO:0031014]
Q13228,Q13228,reviewed,SBP1_HUMAN,Methanethiol oxidase (MTO) (EC 1.8.3.4) (56 kDa selenium-binding protein) (SBP56) (SP56) (Selenium-binding protein 1),SELENBP1 SBP,Homo sapiens (Human),472,protein transport [GO:0015031],cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; fibrillar center [GO:0001650]; membrane [GO:0016020]; nucleolus [GO:0005730],cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; fibrillar center [GO:0001650]; membrane [GO:0016020]; nucleolus [GO:0005730]; methanethiol oxidase activity [GO:0018549]; selenium binding [GO:0008430]; protein transport [GO:0015031],methanethiol oxidase activity [GO:0018549]; selenium binding [GO:0008430]
P30084,P30084,reviewed,ECHM_HUMAN,"Enoyl-CoA hydratase, mitochondrial (mECH) (mECH1) (EC 4.2.1.17) (EC 5.3.3.8) (Enoyl-CoA hydratase 1) (ECHS1) (Short-chain enoyl-CoA hydratase) (SCEH)",ECHS1,Homo sapiens (Human),290,branched-chain amino acid catabolic process [GO:0009083]; fatty acid beta-oxidation [GO:0006635],mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739],mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; (2E)-butenoyl-CoA hydratase activity [GO:0120092]; 3-hydroxypropionyl-CoA dehydratase activity [GO:0043956]; delta(3)-delta(2)-enoyl-CoA isomerase activity [GO:0004165]; enoyl-CoA hydratase activity [GO:0004300]; branched-chain amino acid catabolic process [GO:0009083]; fatty acid beta-oxidation [GO:0006635],(2E)-butenoyl-CoA hydratase activity [GO:0120092]; 3-hydroxypropionyl-CoA dehydratase activity [GO:0043956]; delta(3)-delta(2)-enoyl-CoA isomerase activity [GO:0004165]; enoyl-CoA hydratase activity [GO:0004300]
O00483,O00483,reviewed,CXFA4_HUMAN,Cytochrome c oxidase subunit FA4 (Complex I-MLRQ) (CI-MLRQ) (Cytochrome c oxidase subunit NDUFA4) (NADH-ubiquinone oxidoreductase MLRQ subunit),COXFA4 NDUFA4,Homo sapiens (Human),81,"cellular respiration [GO:0045333]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]",mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]; respiratory chain complex IV [GO:0045277],"mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; respiratory chain complex I [GO:0045271]; respiratory chain complex IV [GO:0045277]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; protein-containing complex binding [GO:0044877]; cellular respiration [GO:0045333]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]; mitochondrial electron transport, NADH to ubiquinone [GO:0006120]",NADH dehydrogenase (ubiquinone) activity [GO:0008137]; protein-containing complex binding [GO:0044877]
O75964,O75964,reviewed,ATP5L_HUMAN,"ATP synthase F(0) complex subunit g, mitochondrial (ATPase subunit g) (ATP synthase membrane subunit g)",ATP5MG ATP5L,Homo sapiens (Human),103,proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776],mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex [GO:0045259]; sperm principal piece [GO:0097228],mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex [GO:0045259]; sperm principal piece [GO:0097228]; proton transmembrane transporter activity [GO:0015078]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776],proton transmembrane transporter activity [GO:0015078]
P07737,P07737,reviewed,PROF1_HUMAN,Profilin-1 (Epididymis tissue protein Li 184a) (Profilin I),PFN1,Homo sapiens (Human),140,actin cytoskeleton organization [GO:0030036]; modification of postsynaptic actin cytoskeleton [GO:0098885]; modulation of chemical synaptic transmission [GO:0050804]; negative regulation of actin filament bundle assembly [GO:0032232]; negative regulation of stress fiber assembly [GO:0051497]; neural tube closure [GO:0001843]; positive regulation of actin filament bundle assembly [GO:0032233]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of ruffle assembly [GO:1900029]; protein stabilization [GO:0050821]; regulation of actin filament polymerization [GO:0030833]; regulation of transcription by RNA polymerase II [GO:0006357]; synapse maturation [GO:0060074],blood microparticle [GO:0072562]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; nucleus [GO:0005634],"blood microparticle [GO:0072562]; cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; nucleus [GO:0005634]; actin binding [GO:0003779]; actin monomer binding [GO:0003785]; adenyl-nucleotide exchange factor activity [GO:0000774]; cadherin binding [GO:0045296]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; phosphotyrosine residue binding [GO:0001784]; proline-rich region binding [GO:0070064]; RNA binding [GO:0003723]; small GTPase binding [GO:0031267]; actin cytoskeleton organization [GO:0030036]; modification of postsynaptic actin cytoskeleton [GO:0098885]; modulation of chemical synaptic transmission [GO:0050804]; negative regulation of actin filament bundle assembly [GO:0032232]; negative regulation of stress fiber assembly [GO:0051497]; neural tube closure [GO:0001843]; positive regulation of actin filament bundle assembly [GO:0032233]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of ruffle assembly [GO:1900029]; protein stabilization [GO:0050821]; regulation of actin filament polymerization [GO:0030833]; regulation of transcription by RNA polymerase II [GO:0006357]; synapse maturation [GO:0060074]","actin binding [GO:0003779]; actin monomer binding [GO:0003785]; adenyl-nucleotide exchange factor activity [GO:0000774]; cadherin binding [GO:0045296]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; phosphotyrosine residue binding [GO:0001784]; proline-rich region binding [GO:0070064]; RNA binding [GO:0003723]; small GTPase binding [GO:0031267]"
P36542,P36542,reviewed,ATPG_HUMAN,"ATP synthase F(1) complex subunit gamma, mitochondrial (ATP synthase F1 subunit gamma) (F-ATPase gamma subunit)",ATP5F1C ATP5C ATP5C1 ATP5CL1,Homo sapiens (Human),298,ATP biosynthetic process [GO:0006754]; oxidative phosphorylation [GO:0006119]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776],membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex [GO:0045259],"membrane [GO:0016020]; mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; proton-transporting ATP synthase complex [GO:0045259]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; RNA binding [GO:0003723]; ATP biosynthetic process [GO:0006754]; oxidative phosphorylation [GO:0006119]; proton motive force-driven ATP synthesis [GO:0015986]; proton motive force-driven mitochondrial ATP synthesis [GO:0042776]","proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; RNA binding [GO:0003723]"
Q9GZV1,Q9GZV1,reviewed,ANKR2_HUMAN,Ankyrin repeat domain-containing protein 2 (Skeletal muscle ankyrin repeat protein) (hArpp),ANKRD2 ARPP,Homo sapiens (Human),360,muscle contraction [GO:0006936]; muscle organ development [GO:0007517]; negative regulation of myoblast differentiation [GO:0045662]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of transcription by RNA polymerase II [GO:0006357],cytosol [GO:0005829]; euchromatin [GO:0000791]; I band [GO:0031674]; nucleus [GO:0005634]; PML body [GO:0016605],cytosol [GO:0005829]; euchromatin [GO:0000791]; I band [GO:0031674]; nucleus [GO:0005634]; PML body [GO:0016605]; protein kinase B binding [GO:0043422]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; structural constituent of muscle [GO:0008307]; muscle contraction [GO:0006936]; muscle organ development [GO:0007517]; negative regulation of myoblast differentiation [GO:0045662]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of transcription by RNA polymerase II [GO:0006357],protein kinase B binding [GO:0043422]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; structural constituent of muscle [GO:0008307]
P31930,P31930,reviewed,QCR1_HUMAN,"Cytochrome b-c1 complex subunit 1, mitochondrial (Complex III subunit 1) (Core protein I) (Ubiquinol-cytochrome-c reductase complex core protein 1)",UQCRC1,Homo sapiens (Human),480,"aerobic respiration [GO:0009060]; cellular respiration [GO:0045333]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]; oxidative phosphorylation [GO:0006119]; response to activity [GO:0014823]; response to alkaloid [GO:0043279]",mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex [GO:0098803]; respiratory chain complex III [GO:0045275],"mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex [GO:0098803]; respiratory chain complex III [GO:0045275]; metal ion binding [GO:0046872]; protein-containing complex binding [GO:0044877]; quinol-cytochrome-c reductase activity [GO:0008121]; ubiquitin protein ligase binding [GO:0031625]; aerobic respiration [GO:0009060]; cellular respiration [GO:0045333]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]; oxidative phosphorylation [GO:0006119]; response to activity [GO:0014823]; response to alkaloid [GO:0043279]",metal ion binding [GO:0046872]; protein-containing complex binding [GO:0044877]; quinol-cytochrome-c reductase activity [GO:0008121]; ubiquitin protein ligase binding [GO:0031625]
Q16836,Q16836,reviewed,HCDH_HUMAN,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial (HCDH) (EC 1.1.1.35) (Medium and short-chain L-3-hydroxyacyl-coenzyme A dehydrogenase) (Short-chain 3-hydroxyacyl-CoA dehydrogenase)",HADH HAD HAD1 HADHSC SCHAD,Homo sapiens (Human),314,cell differentiation [GO:0030154]; fatty acid beta-oxidation [GO:0006635]; negative regulation of insulin secretion [GO:0046676]; positive regulation of cold-induced thermogenesis [GO:0120162]; regulation of insulin secretion [GO:0050796]; response to activity [GO:0014823]; response to insulin [GO:0032868]; response to xenobiotic stimulus [GO:0009410]; spermatogenesis [GO:0007283],cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654],cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; (3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity [GO:0003857]; identical protein binding [GO:0042802]; NAD+ binding [GO:0070403]; transferase activity [GO:0016740]; cell differentiation [GO:0030154]; fatty acid beta-oxidation [GO:0006635]; negative regulation of insulin secretion [GO:0046676]; positive regulation of cold-induced thermogenesis [GO:0120162]; regulation of insulin secretion [GO:0050796]; response to activity [GO:0014823]; response to insulin [GO:0032868]; response to xenobiotic stimulus [GO:0009410]; spermatogenesis [GO:0007283],(3S)-3-hydroxyacyl-CoA dehydrogenase (NAD+) activity [GO:0003857]; identical protein binding [GO:0042802]; NAD+ binding [GO:0070403]; transferase activity [GO:0016740]
